txn_id,product_id,warehouse_id,txn_date,txn_type,qty_in,qty_out,unit_cost
489,3,2,2025-01-25,IN,137.00,0.00,22.68
490,3,2,2025-01-27,OUT,0.00,113.00,22.73
491,3,2,2025-01-31,IN,75.00,0.00,22.56
492,3,2,2025-02-02,OUT,0.00,123.00,22.83
493,3,2,2025-02-06,IN,68.00,0.00,22.84
494,3,2,2025-02-08,OUT,0.00,67.00,21.89
495,3,2,2025-02-12,IN,38.00,0.00,21.82
496,3,2,2025-02-14,OUT,0.00,122.00,22.78
497,3,2,2025-02-18,IN,26.00,0.00,23.33
498,3,2,2025-02-20,OUT,0.00,46.00,23.11
499,3,2,2025-02-24,IN,120.00,0.00,21.83
500,3,2,2025-02-26,OUT,0.00,32.00,22.10
501,3,2,2025-03-02,IN,149.00,0.00,23.26
502,3,2,2025-03-04,OUT,0.00,18.00,22.00
503,3,2,2025-03-08,IN,103.00,0.00,23.04
504,3,2,2025-03-10,OUT,0.00,27.00,22.31
505,3,2,2025-03-14,IN,107.00,0.00,22.98
506,3,2,2025-03-16,OUT,0.00,74.00,22.73
507,3,2,2025-03-20,IN,178.00,0.00,23.36
508,3,2,2025-03-22,OUT,0.00,84.00,21.93
509,3,2,2025-03-26,IN,76.00,0.00,22.76
510,3,2,2025-03-28,OUT,0.00,18.00,22.19
511,3,2,2025-04-01,IN,168.00,0.00,22.21
512,3,2,2025-04-03,OUT,0.00,115.00,22.83
513,3,2,2025-04-07,IN,164.00,0.00,22.40
514,3,2,2025-04-09,OUT,0.00,129.00,22.84
515,3,2,2025-04-13,IN,53.00,0.00,22.28
516,3,2,2025-04-15,OUT,0.00,135.00,22.18
517,3,2,2025-04-19,IN,153.00,0.00,22.28
518,3,2,2025-04-21,OUT,0.00,51.00,22.70
519,3,2,2025-04-25,IN,74.00,0.00,21.79
520,3,2,2025-04-27,OUT,0.00,30.00,21.71
521,4,2,2025-01-01,IN,120.00,0.00,28.12
522,4,2,2025-01-03,OUT,0.00,11.00,26.87
523,4,2,2025-01-07,IN,137.00,0.00,27.23
524,4,2,2025-01-09,OUT,0.00,41.00,26.86
525,4,2,2025-01-13,IN,170.00,0.00,26.66
526,4,2,2025-01-15,OUT,0.00,59.00,27.72
527,4,2,2025-01-19,IN,115.00,0.00,26.50
528,4,2,2025-01-21,OUT,0.00,118.00,26.45
529,4,2,2025-01-25,IN,86.00,0.00,26.60
530,4,2,2025-01-27,OUT,0.00,139.00,26.71
531,4,2,2025-01-31,IN,178.00,0.00,27.56
532,4,2,2025-02-02,OUT,0.00,139.00,27.21
533,4,2,2025-02-06,IN,175.00,0.00,28.35
534,4,2,2025-02-08,OUT,0.00,134.00,26.88
535,4,2,2025-02-12,IN,130.00,0.00,26.54
536,4,2,2025-02-14,OUT,0.00,123.00,26.44
537,4,2,2025-02-18,IN,107.00,0.00,27.72
538,4,2,2025-02-20,OUT,0.00,124.00,27.21
539,4,2,2025-02-24,IN,44.00,0.00,26.85
540,4,2,2025-02-26,OUT,0.00,58.00,27.92
541,4,2,2025-03-02,IN,62.00,0.00,26.74
542,4,2,2025-03-04,OUT,0.00,88.00,27.50
543,4,2,2025-03-08,IN,49.00,0.00,26.45
544,4,2,2025-03-10,OUT,0.00,109.00,27.48
545,4,2,2025-03-14,IN,23.00,0.00,27.82
546,4,2,2025-03-16,OUT,0.00,27.00,26.92
547,4,2,2025-03-20,IN,71.00,0.00,26.93
548,4,2,2025-03-22,OUT,0.00,133.00,27.00
549,4,2,2025-03-26,IN,111.00,0.00,28.36
550,4,2,2025-03-28,OUT,0.00,112.00,27.16
551,4,2,2025-04-01,IN,92.00,0.00,26.57
552,4,2,2025-04-03,OUT,0.00,130.00,27.47
553,4,2,2025-04-07,IN,117.00,0.00,27.60
554,4,2,2025-04-09,OUT,0.00,131.00,26.87
555,4,2,2025-04-13,IN,87.00,0.00,27.63
556,4,2,2025-04-15,OUT,0.00,62.00,28.30
557,4,2,2025-04-19,IN,120.00,0.00,26.70
558,4,2,2025-04-21,OUT,0.00,22.00,26.84
559,4,2,2025-04-25,IN,90.00,0.00,28.16
560,4,2,2025-04-27,OUT,0.00,34.00,27.37
561,5,2,2025-01-01,IN,132.00,0.00,15.59
562,5,2,2025-01-03,OUT,0.00,116.00,15.62
563,5,2,2025-01-07,IN,101.00,0.00,15.91
564,5,2,2025-01-09,OUT,0.00,126.00,15.53
565,5,2,2025-01-13,IN,171.00,0.00,15.81
566,5,2,2025-01-15,OUT,0.00,15.00,15.56
567,5,2,2025-01-19,IN,131.00,0.00,15.46
568,5,2,2025-01-21,OUT,0.00,62.00,15.02
569,5,2,2025-01-25,IN,141.00,0.00,16.19
570,5,2,2025-01-27,OUT,0.00,62.00,15.33
571,5,2,2025-01-31,IN,129.00,0.00,16.19
572,5,2,2025-02-02,OUT,0.00,114.00,15.01
573,5,2,2025-02-06,IN,60.00,0.00,15.79
574,5,2,2025-02-08,OUT,0.00,13.00,15.62
575,5,2,2025-02-12,IN,73.00,0.00,15.73
576,5,2,2025-02-14,OUT,0.00,46.00,16.04
577,5,2,2025-02-18,IN,111.00,0.00,16.16
578,5,2,2025-02-20,OUT,0.00,23.00,15.26
579,5,2,2025-02-24,IN,32.00,0.00,15.85
580,5,2,2025-02-26,OUT,0.00,44.00,15.73
581,5,2,2025-03-02,IN,27.00,0.00,16.06
582,5,2,2025-03-04,OUT,0.00,14.00,15.54
583,5,2,2025-03-08,IN,95.00,0.00,16.06
584,5,2,2025-03-10,OUT,0.00,86.00,15.98
585,5,2,2025-03-14,IN,101.00,0.00,15.73
586,5,2,2025-03-16,OUT,0.00,15.00,15.36
587,5,2,2025-03-20,IN,139.00,0.00,15.42
588,5,2,2025-03-22,OUT,0.00,97.00,15.71
589,5,2,2025-03-26,IN,120.00,0.00,15.95
590,5,2,2025-03-28,OUT,0.00,58.00,15.56
591,5,2,2025-04-01,IN,81.00,0.00,15.99
592,5,2,2025-04-03,OUT,0.00,139.00,15.88
593,5,2,2025-04-07,IN,29.00,0.00,15.52
594,5,2,2025-04-09,OUT,0.00,137.00,15.81
595,5,2,2025-04-13,IN,179.00,0.00,16.12
596,5,2,2025-04-15,OUT,0.00,73.00,15.89
597,5,2,2025-04-19,IN,55.00,0.00,15.33
598,5,2,2025-04-21,OUT,0.00,113.00,15.56
599,5,2,2025-04-25,IN,168.00,0.00,15.23
600,5,2,2025-04-27,OUT,0.00,48.00,15.36
601,6,2,2025-01-01,IN,159.00,0.00,11.03
602,6,2,2025-01-03,OUT,0.00,66.00,10.59
603,6,2,2025-01-07,IN,53.00,0.00,10.88
604,6,2,2025-01-09,OUT,0.00,131.00,11.23
605,6,2,2025-01-13,IN,71.00,0.00,10.82
606,6,2,2025-01-15,OUT,0.00,119.00,10.74
607,6,2,2025-01-19,IN,86.00,0.00,10.74
608,6,2,2025-01-21,OUT,0.00,92.00,11.15
609,6,2,2025-01-25,IN,59.00,0.00,10.92
610,6,2,2025-01-27,OUT,0.00,98.00,11.30
611,6,2,2025-01-31,IN,116.00,0.00,11.33
612,6,2,2025-02-02,OUT,0.00,87.00,11.29
613,6,2,2025-02-06,IN,87.00,0.00,10.93
614,6,2,2025-02-08,OUT,0.00,46.00,10.92
615,6,2,2025-02-12,IN,172.00,0.00,10.71
616,6,2,2025-02-14,OUT,0.00,16.00,10.91
617,6,2,2025-02-18,IN,26.00,0.00,11.12
618,6,2,2025-02-20,OUT,0.00,31.00,10.54
619,6,2,2025-02-24,IN,150.00,0.00,10.76
620,6,2,2025-02-26,OUT,0.00,108.00,11.20
621,6,2,2025-03-02,IN,91.00,0.00,10.88
622,6,2,2025-03-04,OUT,0.00,19.00,10.78
623,6,2,2025-03-08,IN,79.00,0.00,11.18
624,6,2,2025-03-10,OUT,0.00,127.00,11.29
625,6,2,2025-03-14,IN,99.00,0.00,11.07
626,6,2,2025-03-16,OUT,0.00,118.00,11.08
627,6,2,2025-03-20,IN,84.00,0.00,10.51
628,6,2,2025-03-22,OUT,0.00,44.00,11.29
629,6,2,2025-03-26,IN,51.00,0.00,10.49
630,6,2,2025-03-28,OUT,0.00,124.00,11.03
631,6,2,2025-04-01,IN,138.00,0.00,10.69
632,6,2,2025-04-03,OUT,0.00,19.00,11.23
633,6,2,2025-04-07,IN,43.00,0.00,11.05
634,6,2,2025-04-09,OUT,0.00,51.00,11.23
635,6,2,2025-04-13,IN,96.00,0.00,10.76
636,6,2,2025-04-15,OUT,0.00,128.00,10.63
637,6,2,2025-04-19,IN,38.00,0.00,11.06
638,6,2,2025-04-21,OUT,0.00,84.00,11.10
639,6,2,2025-04-25,IN,159.00,0.00,10.63
640,6,2,2025-04-27,OUT,0.00,115.00,10.83
641,7,2,2025-01-01,IN,157.00,0.00,77.79
642,7,2,2025-01-03,OUT,0.00,66.00,76.32
643,7,2,2025-01-07,IN,30.00,0.00,76.29
644,7,2,2025-01-09,OUT,0.00,37.00,74.45
645,7,2,2025-01-13,IN,97.00,0.00,78.57
646,7,2,2025-01-15,OUT,0.00,10.00,77.03
647,7,2,2025-01-19,IN,120.00,0.00,78.24
648,7,2,2025-01-21,OUT,0.00,139.00,78.82
649,7,2,2025-01-25,IN,98.00,0.00,78.96
650,7,2,2025-01-27,OUT,0.00,128.00,76.64
651,7,2,2025-01-31,IN,79.00,0.00,79.20
652,7,2,2025-02-02,OUT,0.00,13.00,76.17
653,7,2,2025-02-06,IN,157.00,0.00,75.09
654,7,2,2025-02-08,OUT,0.00,40.00,75.43
655,7,2,2025-02-12,IN,134.00,0.00,77.66
656,7,2,2025-02-14,OUT,0.00,63.00,77.25
657,7,2,2025-02-18,IN,106.00,0.00,79.29
658,7,2,2025-02-20,OUT,0.00,40.00,76.60
659,7,2,2025-02-24,IN,95.00,0.00,77.32
660,7,2,2025-02-26,OUT,0.00,57.00,78.77
661,7,2,2025-03-02,IN,36.00,0.00,74.51
662,7,2,2025-03-04,OUT,0.00,112.00,78.12
663,7,2,2025-03-08,IN,168.00,0.00,73.78
664,7,2,2025-03-10,OUT,0.00,47.00,78.17
665,7,2,2025-03-14,IN,81.00,0.00,76.55
666,7,2,2025-03-16,OUT,0.00,63.00,74.22
667,7,2,2025-03-20,IN,102.00,0.00,77.25
668,7,2,2025-03-22,OUT,0.00,83.00,75.44
669,7,2,2025-03-26,IN,38.00,0.00,75.08
670,7,2,2025-03-28,OUT,0.00,21.00,74.73
671,7,2,2025-04-01,IN,113.00,0.00,76.96
672,7,2,2025-04-03,OUT,0.00,83.00,74.41
673,7,2,2025-04-07,IN,178.00,0.00,77.47
674,7,2,2025-04-09,OUT,0.00,32.00,76.51
675,7,2,2025-04-13,IN,111.00,0.00,77.76
676,7,2,2025-04-15,OUT,0.00,78.00,74.14
677,7,2,2025-04-19,IN,38.00,0.00,78.83
678,7,2,2025-04-21,OUT,0.00,53.00,75.40
679,7,2,2025-04-25,IN,37.00,0.00,77.39
680,7,2,2025-04-27,OUT,0.00,92.00,73.92
681,8,2,2025-01-01,IN,146.00,0.00,72.29
682,8,2,2025-01-03,OUT,0.00,54.00,67.27
683,8,2,2025-01-07,IN,152.00,0.00,67.75
684,8,2,2025-01-09,OUT,0.00,64.00,72.15
685,8,2,2025-01-13,IN,112.00,0.00,70.97
686,8,2,2025-01-15,OUT,0.00,65.00,70.68
687,8,2,2025-01-19,IN,111.00,0.00,69.16
688,8,2,2025-01-21,OUT,0.00,94.00,71.20
689,8,2,2025-01-25,IN,42.00,0.00,71.63
690,8,2,2025-01-27,OUT,0.00,114.00,67.18
691,8,2,2025-01-31,IN,111.00,0.00,70.18
692,8,2,2025-02-02,OUT,0.00,76.00,70.65
693,8,2,2025-02-06,IN,128.00,0.00,67.55
694,8,2,2025-02-08,OUT,0.00,41.00,71.16
695,8,2,2025-02-12,IN,152.00,0.00,72.21
696,8,2,2025-02-14,OUT,0.00,20.00,68.34
697,8,2,2025-02-18,IN,80.00,0.00,69.53
698,8,2,2025-02-20,OUT,0.00,69.00,71.68
699,8,2,2025-02-24,IN,180.00,0.00,68.37
700,8,2,2025-02-26,OUT,0.00,136.00,68.56
701,8,2,2025-03-02,IN,57.00,0.00,70.64
702,8,2,2025-03-04,OUT,0.00,14.00,70.10
703,8,2,2025-03-08,IN,31.00,0.00,69.62
704,8,2,2025-03-10,OUT,0.00,43.00,70.64
705,8,2,2025-03-14,IN,95.00,0.00,69.96
706,8,2,2025-03-16,OUT,0.00,47.00,71.27
707,8,2,2025-03-20,IN,53.00,0.00,70.23
708,8,2,2025-03-22,OUT,0.00,61.00,70.89
709,8,2,2025-03-26,IN,163.00,0.00,72.08
710,8,2,2025-03-28,OUT,0.00,52.00,69.44
711,8,2,2025-04-01,IN,117.00,0.00,70.25
712,8,2,2025-04-03,OUT,0.00,75.00,71.58
713,8,2,2025-04-07,IN,101.00,0.00,67.97
714,8,2,2025-04-09,OUT,0.00,109.00,71.92
715,8,2,2025-04-13,IN,65.00,0.00,70.45
716,8,2,2025-04-15,OUT,0.00,119.00,68.18
717,8,2,2025-04-19,IN,178.00,0.00,72.21
718,8,2,2025-04-21,OUT,0.00,99.00,70.20
719,8,2,2025-04-25,IN,88.00,0.00,69.68
720,8,2,2025-04-27,OUT,0.00,74.00,69.94
721,9,2,2025-01-01,IN,120.00,0.00,15.64
722,9,2,2025-01-03,OUT,0.00,36.00,15.76
723,9,2,2025-01-07,IN,99.00,0.00,15.45
724,9,2,2025-01-09,OUT,0.00,35.00,15.05
725,9,2,2025-01-13,IN,43.00,0.00,14.83
726,9,2,2025-01-15,OUT,0.00,21.00,15.29
727,9,2,2025-01-19,IN,45.00,0.00,15.31
728,9,2,2025-01-21,OUT,0.00,64.00,15.59
729,9,2,2025-01-25,IN,163.00,0.00,14.99
730,9,2,2025-01-27,OUT,0.00,26.00,14.62
731,9,2,2025-01-31,IN,140.00,0.00,15.54
732,9,2,2025-02-02,OUT,0.00,54.00,15.55
733,9,2,2025-02-06,IN,156.00,0.00,15.78
734,9,2,2025-02-08,OUT,0.00,119.00,14.66
735,9,2,2025-02-12,IN,173.00,0.00,15.38
736,9,2,2025-02-14,OUT,0.00,36.00,15.06
737,9,2,2025-02-18,IN,122.00,0.00,14.98
738,9,2,2025-02-20,OUT,0.00,22.00,15.73
739,9,2,2025-02-24,IN,106.00,0.00,15.07
740,9,2,2025-02-26,OUT,0.00,18.00,15.10
741,9,2,2025-03-02,IN,155.00,0.00,14.77
742,9,2,2025-03-04,OUT,0.00,115.00,15.01
743,9,2,2025-03-08,IN,102.00,0.00,14.99
744,9,2,2025-03-10,OUT,0.00,82.00,15.79
745,9,2,2025-03-14,IN,119.00,0.00,15.63
746,9,2,2025-03-16,OUT,0.00,123.00,14.75
747,9,2,2025-03-20,IN,45.00,0.00,15.51
748,9,2,2025-03-22,OUT,0.00,86.00,15.54
749,9,2,2025-03-26,IN,102.00,0.00,15.70
750,9,2,2025-03-28,OUT,0.00,43.00,14.94
751,9,2,2025-04-01,IN,142.00,0.00,15.34
752,9,2,2025-04-03,OUT,0.00,16.00,15.13
753,9,2,2025-04-07,IN,172.00,0.00,14.69
754,9,2,2025-04-09,OUT,0.00,54.00,15.61
755,9,2,2025-04-13,IN,99.00,0.00,14.79
756,9,2,2025-04-15,OUT,0.00,50.00,14.87
757,9,2,2025-04-19,IN,20.00,0.00,14.64
758,9,2,2025-04-21,OUT,0.00,50.00,15.62
759,9,2,2025-04-25,IN,72.00,0.00,15.05
760,9,2,2025-04-27,OUT,0.00,42.00,14.63
761,10,2,2025-01-01,IN,99.00,0.00,11.96
762,10,2,2025-01-03,OUT,0.00,11.00,11.80
763,10,2,2025-01-07,IN,79.00,0.00,12.14
764,10,2,2025-01-09,OUT,0.00,132.00,11.96
765,10,2,2025-01-13,IN,52.00,0.00,12.09
766,10,2,2025-01-15,OUT,0.00,37.00,11.91
767,10,2,2025-01-19,IN,146.00,0.00,11.97
768,10,2,2025-01-21,OUT,0.00,84.00,12.23
769,10,2,2025-01-25,IN,134.00,0.00,12.33
770,10,2,2025-01-27,OUT,0.00,83.00,12.43
771,10,2,2025-01-31,IN,132.00,0.00,11.58
772,10,2,2025-02-02,OUT,0.00,76.00,12.39
773,10,2,2025-02-06,IN,179.00,0.00,12.35
774,10,2,2025-02-08,OUT,0.00,136.00,11.73
775,10,2,2025-02-12,IN,93.00,0.00,12.34
776,10,2,2025-02-14,OUT,0.00,134.00,12.18
777,10,2,2025-02-18,IN,60.00,0.00,12.36
778,10,2,2025-02-20,OUT,0.00,92.00,12.14
779,10,2,2025-02-24,IN,178.00,0.00,11.83
780,10,2,2025-02-26,OUT,0.00,95.00,11.90
781,10,2,2025-03-02,IN,123.00,0.00,11.61
782,10,2,2025-03-04,OUT,0.00,101.00,12.14
783,10,2,2025-03-08,IN,121.00,0.00,12.00
784,10,2,2025-03-10,OUT,0.00,101.00,12.16
785,10,2,2025-03-14,IN,169.00,0.00,11.66
786,10,2,2025-03-16,OUT,0.00,119.00,11.66
787,10,2,2025-03-20,IN,48.00,0.00,12.40
788,10,2,2025-03-22,OUT,0.00,113.00,11.70
789,10,2,2025-03-26,IN,134.00,0.00,12.27
790,10,2,2025-03-28,OUT,0.00,11.00,12.20
791,10,2,2025-04-01,IN,104.00,0.00,12.43
792,10,2,2025-04-03,OUT,0.00,48.00,12.47
793,10,2,2025-04-07,IN,177.00,0.00,11.76
794,10,2,2025-04-09,OUT,0.00,12.00,11.99
795,10,2,2025-04-13,IN,47.00,0.00,11.72
796,10,2,2025-04-15,OUT,0.00,22.00,12.08
797,10,2,2025-04-19,IN,87.00,0.00,12.40
798,10,2,2025-04-21,OUT,0.00,26.00,12.44
799,10,2,2025-04-25,IN,44.00,0.00,12.30
800,10,2,2025-04-27,OUT,0.00,16.00,11.82
801,1,3,2025-01-01,IN,76.00,0.00,19.39
802,1,3,2025-01-03,OUT,0.00,74.00,19.17
803,1,3,2025-01-07,IN,40.00,0.00,18.27
804,1,3,2025-01-09,OUT,0.00,42.00,18.18
805,1,3,2025-01-13,IN,142.00,0.00,18.60
806,1,3,2025-01-15,OUT,0.00,13.00,18.16
807,1,3,2025-01-19,IN,32.00,0.00,19.36
808,1,3,2025-01-21,OUT,0.00,25.00,19.17
809,1,3,2025-01-25,IN,179.00,0.00,19.19
810,1,3,2025-01-27,OUT,0.00,135.00,19.05
811,1,3,2025-01-31,IN,118.00,0.00,18.21
812,1,3,2025-02-02,OUT,0.00,71.00,19.08
813,1,3,2025-02-06,IN,32.00,0.00,19.31
814,1,3,2025-02-08,OUT,0.00,57.00,19.06
815,1,3,2025-02-12,IN,173.00,0.00,19.29
816,1,3,2025-02-14,OUT,0.00,43.00,19.56
817,1,3,2025-02-18,IN,146.00,0.00,18.86
818,1,3,2025-02-20,OUT,0.00,45.00,19.28
819,1,3,2025-02-24,IN,178.00,0.00,18.44
820,1,3,2025-02-26,OUT,0.00,40.00,18.65
821,1,3,2025-03-02,IN,177.00,0.00,18.77
822,1,3,2025-03-04,OUT,0.00,51.00,19.15
823,1,3,2025-03-08,IN,177.00,0.00,18.47
824,1,3,2025-03-10,OUT,0.00,14.00,18.72
825,1,3,2025-03-14,IN,129.00,0.00,19.39
826,1,3,2025-03-16,OUT,0.00,29.00,18.14
827,1,3,2025-03-20,IN,24.00,0.00,19.20
828,1,3,2025-03-22,OUT,0.00,26.00,19.14
829,1,3,2025-03-26,IN,109.00,0.00,18.53
830,1,3,2025-03-28,OUT,0.00,65.00,18.25
831,1,3,2025-04-01,IN,85.00,0.00,18.70
832,1,3,2025-04-03,OUT,0.00,139.00,19.29
833,1,3,2025-04-07,IN,134.00,0.00,18.39
834,1,3,2025-04-09,OUT,0.00,53.00,19.51
835,1,3,2025-04-13,IN,149.00,0.00,18.22
836,1,3,2025-04-15,OUT,0.00,51.00,19.13
837,1,3,2025-04-19,IN,76.00,0.00,18.51
838,1,3,2025-04-21,OUT,0.00,72.00,18.61
839,1,3,2025-04-25,IN,71.00,0.00,18.91
840,1,3,2025-04-27,OUT,0.00,90.00,19.58
841,2,3,2025-01-01,IN,99.00,0.00,12.75
842,2,3,2025-01-03,OUT,0.00,41.00,12.30
843,2,3,2025-01-07,IN,66.00,0.00,12.71
844,2,3,2025-01-09,OUT,0.00,11.00,12.99
845,2,3,2025-01-13,IN,168.00,0.00,12.90
846,2,3,2025-01-15,OUT,0.00,32.00,13.13
847,2,3,2025-01-19,IN,55.00,0.00,12.50
848,2,3,2025-01-21,OUT,0.00,130.00,13.02
849,2,3,2025-01-25,IN,38.00,0.00,12.98
850,2,3,2025-01-27,OUT,0.00,51.00,13.04
851,2,3,2025-01-31,IN,34.00,0.00,12.92
852,2,3,2025-02-02,OUT,0.00,110.00,12.69
853,2,3,2025-02-06,IN,28.00,0.00,13.10
854,2,3,2025-02-08,OUT,0.00,88.00,12.73
855,2,3,2025-02-12,IN,140.00,0.00,12.24
856,2,3,2025-02-14,OUT,0.00,97.00,12.94
857,2,3,2025-02-18,IN,51.00,0.00,12.22
858,2,3,2025-02-20,OUT,0.00,139.00,13.08
859,2,3,2025-02-24,IN,58.00,0.00,12.72
860,2,3,2025-02-26,OUT,0.00,130.00,12.66
861,2,3,2025-03-02,IN,138.00,0.00,12.30
862,2,3,2025-03-04,OUT,0.00,101.00,13.04
863,2,3,2025-03-08,IN,157.00,0.00,12.38
864,2,3,2025-03-10,OUT,0.00,20.00,12.79
865,2,3,2025-03-14,IN,101.00,0.00,12.37
866,2,3,2025-03-16,OUT,0.00,80.00,12.70
867,2,3,2025-03-20,IN,20.00,0.00,12.23
868,2,3,2025-03-22,OUT,0.00,132.00,12.26
869,2,3,2025-03-26,IN,168.00,0.00,13.10
870,2,3,2025-03-28,OUT,0.00,97.00,12.32
871,2,3,2025-04-01,IN,161.00,0.00,12.22
872,2,3,2025-04-03,OUT,0.00,62.00,13.00
873,2,3,2025-04-07,IN,24.00,0.00,12.31
874,2,3,2025-04-09,OUT,0.00,66.00,12.84
875,2,3,2025-04-13,IN,172.00,0.00,13.07
876,2,3,2025-04-15,OUT,0.00,37.00,12.21
877,2,3,2025-04-19,IN,103.00,0.00,12.50
878,2,3,2025-04-21,OUT,0.00,130.00,12.34
879,2,3,2025-04-25,IN,111.00,0.00,12.58
880,2,3,2025-04-27,OUT,0.00,45.00,12.34
881,3,3,2025-01-01,IN,180.00,0.00,21.74
882,3,3,2025-01-03,OUT,0.00,81.00,22.21
883,3,3,2025-01-07,IN,169.00,0.00,23.19
884,3,3,2025-01-09,OUT,0.00,133.00,23.13
885,3,3,2025-01-13,IN,88.00,0.00,23.18
886,3,3,2025-01-15,OUT,0.00,132.00,22.73
887,3,3,2025-01-19,IN,141.00,0.00,23.13
888,3,3,2025-01-21,OUT,0.00,92.00,23.06
889,3,3,2025-01-25,IN,122.00,0.00,22.95
890,3,3,2025-01-27,OUT,0.00,16.00,21.75
891,3,3,2025-01-31,IN,167.00,0.00,22.61
892,3,3,2025-02-02,OUT,0.00,28.00,22.04
893,3,3,2025-02-06,IN,101.00,0.00,23.01
894,3,3,2025-02-08,OUT,0.00,115.00,22.88
895,3,3,2025-02-12,IN,159.00,0.00,21.77
896,3,3,2025-02-14,OUT,0.00,30.00,22.92
897,3,3,2025-02-18,IN,38.00,0.00,22.23
898,3,3,2025-02-20,OUT,0.00,102.00,23.22
899,3,3,2025-02-24,IN,160.00,0.00,23.36
900,3,3,2025-02-26,OUT,0.00,123.00,22.65
901,3,3,2025-03-02,IN,77.00,0.00,22.09
902,3,3,2025-03-04,OUT,0.00,136.00,22.51
903,3,3,2025-03-08,IN,111.00,0.00,23.41
904,3,3,2025-03-10,OUT,0.00,21.00,22.53
905,3,3,2025-03-14,IN,175.00,0.00,22.05
906,3,3,2025-03-16,OUT,0.00,39.00,21.83
907,3,3,2025-03-20,IN,156.00,0.00,23.00
908,3,3,2025-03-22,OUT,0.00,72.00,22.72
909,3,3,2025-03-26,IN,118.00,0.00,22.76
910,3,3,2025-03-28,OUT,0.00,85.00,21.85
911,3,3,2025-04-01,IN,79.00,0.00,22.14
912,3,3,2025-04-03,OUT,0.00,110.00,22.80
913,3,3,2025-04-07,IN,80.00,0.00,23.03
914,3,3,2025-04-09,OUT,0.00,131.00,22.46
915,3,3,2025-04-13,IN,177.00,0.00,22.73
916,3,3,2025-04-15,OUT,0.00,15.00,22.34
917,3,3,2025-04-19,IN,73.00,0.00,22.45
918,3,3,2025-04-21,OUT,0.00,111.00,22.54
919,3,3,2025-04-25,IN,97.00,0.00,21.92
920,3,3,2025-04-27,OUT,0.00,60.00,22.66
921,4,3,2025-01-01,IN,43.00,0.00,27.82
922,4,3,2025-01-03,OUT,0.00,111.00,28.25
923,4,3,2025-01-07,IN,142.00,0.00,27.79
924,4,3,2025-01-09,OUT,0.00,91.00,28.38
925,4,3,2025-01-13,IN,61.00,0.00,27.98
926,4,3,2025-01-15,OUT,0.00,76.00,26.73
927,4,3,2025-01-19,IN,31.00,0.00,27.08
928,4,3,2025-01-21,OUT,0.00,99.00,28.35
929,4,3,2025-01-25,IN,159.00,0.00,27.04
930,4,3,2025-01-27,OUT,0.00,129.00,28.22
931,4,3,2025-01-31,IN,43.00,0.00,26.32
932,4,3,2025-02-02,OUT,0.00,93.00,26.92
933,4,3,2025-02-06,IN,106.00,0.00,27.22
934,4,3,2025-02-08,OUT,0.00,107.00,26.89
935,4,3,2025-02-12,IN,47.00,0.00,27.55
936,4,3,2025-02-14,OUT,0.00,49.00,26.83
937,4,3,2025-02-18,IN,102.00,0.00,27.27
938,4,3,2025-02-20,OUT,0.00,12.00,27.54
939,4,3,2025-02-24,IN,131.00,0.00,27.05
940,4,3,2025-02-26,OUT,0.00,42.00,27.35
941,4,3,2025-03-02,IN,39.00,0.00,27.90
942,4,3,2025-03-04,OUT,0.00,59.00,28.40
943,4,3,2025-03-08,IN,149.00,0.00,27.71
944,4,3,2025-03-10,OUT,0.00,123.00,28.21
945,4,3,2025-03-14,IN,40.00,0.00,26.41
946,4,3,2025-03-16,OUT,0.00,48.00,26.57
947,4,3,2025-03-20,IN,35.00,0.00,28.22
948,4,3,2025-03-22,OUT,0.00,129.00,26.40
949,4,3,2025-03-26,IN,78.00,0.00,26.53
950,4,3,2025-03-28,OUT,0.00,100.00,26.29
951,4,3,2025-04-01,IN,94.00,0.00,27.30
952,4,3,2025-04-03,OUT,0.00,69.00,26.50
953,4,3,2025-04-07,IN,108.00,0.00,27.50
954,4,3,2025-04-09,OUT,0.00,102.00,28.17
955,4,3,2025-04-13,IN,87.00,0.00,26.92
956,4,3,2025-04-15,OUT,0.00,106.00,26.36
957,4,3,2025-04-19,IN,103.00,0.00,27.22
958,4,3,2025-04-21,OUT,0.00,26.00,28.05
959,4,3,2025-04-25,IN,59.00,0.00,27.29
960,4,3,2025-04-27,OUT,0.00,83.00,27.27
961,5,3,2025-01-01,IN,70.00,0.00,15.16
962,5,3,2025-01-03,OUT,0.00,56.00,15.37
963,5,3,2025-01-07,IN,43.00,0.00,15.57
964,5,3,2025-01-09,OUT,0.00,48.00,15.22
965,5,3,2025-01-13,IN,151.00,0.00,16.16
966,5,3,2025-01-15,OUT,0.00,34.00,16.20
967,5,3,2025-01-19,IN,45.00,0.00,15.87
968,5,3,2025-01-21,OUT,0.00,80.00,15.33
969,5,3,2025-01-25,IN,60.00,0.00,15.93
970,5,3,2025-01-27,OUT,0.00,123.00,15.92
971,5,3,2025-01-31,IN,175.00,0.00,15.59
972,5,3,2025-02-02,OUT,0.00,26.00,15.26
973,5,3,2025-02-06,IN,40.00,0.00,15.37
974,5,3,2025-02-08,OUT,0.00,16.00,15.50
975,5,3,2025-02-12,IN,144.00,0.00,15.47
976,5,3,2025-02-14,OUT,0.00,42.00,15.64
977,5,3,2025-02-18,IN,93.00,0.00,15.57
