txn_id,segment_code,segment_name
1272,HRC,Healthcare
1273,HRC,Healthcare
1274,HRC,Healthcare
1275,HRC,Healthcare
1276,HRC,Healthcare
1277,HRC,Healthcare
1278,HRC,Healthcare
1279,HRC,Healthcare
1280,HRC,Healthcare
1281,CON,Consumer
1282,CON,Consumer
1283,CON,Consumer
1284,CON,Consumer
1285,CON,Consumer
1286,CON,Consumer
1287,CON,Consumer
1288,CON,Consumer
1289,CON,Consumer
1290,CON,Consumer
1291,CON,Consumer
1292,CON,Consumer
1293,CON,Consumer
1294,CON,Consumer
1295,CON,Consumer
1296,CON,Consumer
1297,CON,Consumer
1298,CON,Consumer
1299,CON,Consumer
1300,CON,Consumer
1301,CON,Consumer
1302,CON,Consumer
1303,CON,Consumer
1304,CON,Consumer
1305,CON,Consumer
1306,CON,Consumer
1307,CON,Consumer
1308,CON,Consumer
1309,CON,Consumer
1310,CON,Consumer
1311,CON,Consumer
1312,CON,Consumer
1313,CON,Consumer
1314,CON,Consumer
1315,CON,Consumer
1316,CON,Consumer
1317,CON,Consumer
1318,CON,Consumer
1319,CON,Consumer
1320,CON,Consumer
1321,RET,Retail
1322,RET,Retail
1323,RET,Retail
1324,RET,Retail
1325,RET,Retail
1326,RET,Retail
1327,RET,Retail
1328,RET,Retail
1329,RET,Retail
1330,RET,Retail
1331,RET,Retail
1332,RET,Retail
1333,RET,Retail
1334,RET,Retail
1335,RET,Retail
1336,RET,Retail
1337,RET,Retail
1338,RET,Retail
1339,RET,Retail
1340,RET,Retail
1341,RET,Retail
1342,RET,Retail
1343,RET,Retail
1344,RET,Retail
1345,RET,Retail
1346,RET,Retail
1347,RET,Retail
1348,RET,Retail
1349,RET,Retail
1350,RET,Retail
1351,RET,Retail
1352,RET,Retail
1353,RET,Retail
1354,RET,Retail
1355,RET,Retail
1356,RET,Retail
1357,RET,Retail
1358,RET,Retail
1359,RET,Retail
1360,RET,Retail
1361,RET,Retail
1362,RET,Retail
1363,RET,Retail
1364,RET,Retail
1365,RET,Retail
1366,RET,Retail
1367,RET,Retail
1368,RET,Retail
1369,RET,Retail
1370,RET,Retail
1371,RET,Retail
1372,RET,Retail
1373,RET,Retail
1374,RET,Retail
1375,RET,Retail
1376,RET,Retail
1377,RET,Retail
1378,RET,Retail
1379,RET,Retail
1380,RET,Retail
1381,RET,Retail
1382,RET,Retail
1383,RET,Retail
1384,RET,Retail
1385,RET,Retail
1386,RET,Retail
1387,RET,Retail
1388,RET,Retail
1389,RET,Retail
1390,RET,Retail
1391,RET,Retail
1392,RET,Retail
1393,RET,Retail
1394,RET,Retail
1395,RET,Retail
1396,RET,Retail
1397,RET,Retail
1398,RET,Retail
1399,RET,Retail
1400,RET,Retail
1401,RET,Retail
1402,RET,Retail
1403,RET,Retail
1404,RET,Retail
1405,RET,Retail
1406,RET,Retail
1407,RET,Retail
1408,RET,Retail
1409,RET,Retail
1410,RET,Retail
1411,RET,Retail
1412,RET,Retail
1413,RET,Retail
1414,RET,Retail
1415,RET,Retail
1416,RET,Retail
1417,RET,Retail
1418,RET,Retail
1419,RET,Retail
1420,RET,Retail
1421,RET,Retail
1422,RET,Retail
1423,RET,Retail
1424,RET,Retail
1425,RET,Retail
1426,RET,Retail
1427,RET,Retail
1428,RET,Retail
1429,RET,Retail
1430,RET,Retail
1431,RET,Retail
1432,RET,Retail
1433,RET,Retail
1434,RET,Retail
1435,RET,Retail
1436,RET,Retail
1437,RET,Retail
1438,RET,Retail
1439,RET,Retail
1440,RET,Retail
1441,MFG,Manufacturing
1442,MFG,Manufacturing
1443,MFG,Manufacturing
1444,MFG,Manufacturing
1445,MFG,Manufacturing
1446,MFG,Manufacturing
1447,MFG,Manufacturing
1448,MFG,Manufacturing
1449,MFG,Manufacturing
1450,MFG,Manufacturing
1451,MFG,Manufacturing
1452,MFG,Manufacturing
1453,MFG,Manufacturing
1454,MFG,Manufacturing
1455,MFG,Manufacturing
1456,MFG,Manufacturing
1457,MFG,Manufacturing
1458,MFG,Manufacturing
1459,MFG,Manufacturing
1460,MFG,Manufacturing
1461,MFG,Manufacturing
1462,MFG,Manufacturing
1463,MFG,Manufacturing
1464,MFG,Manufacturing
1465,MFG,Manufacturing
1466,MFG,Manufacturing
1467,MFG,Manufacturing
1468,MFG,Manufacturing
1469,MFG,Manufacturing
1470,MFG,Manufacturing
1471,MFG,Manufacturing
1472,MFG,Manufacturing
1473,MFG,Manufacturing
1474,MFG,Manufacturing
1475,MFG,Manufacturing
1476,MFG,Manufacturing
1477,MFG,Manufacturing
1478,MFG,Manufacturing
1479,MFG,Manufacturing
1480,MFG,Manufacturing
1481,MFG,Manufacturing
1482,MFG,Manufacturing
1483,MFG,Manufacturing
1484,MFG,Manufacturing
1485,MFG,Manufacturing
1486,MFG,Manufacturing
1487,MFG,Manufacturing
1488,MFG,Manufacturing
1489,MFG,Manufacturing
1490,MFG,Manufacturing
1491,MFG,Manufacturing
1492,MFG,Manufacturing
1493,MFG,Manufacturing
1494,MFG,Manufacturing
1495,MFG,Manufacturing
1496,MFG,Manufacturing
1497,MFG,Manufacturing
1498,MFG,Manufacturing
1499,MFG,Manufacturing
1500,MFG,Manufacturing
1501,MFG,Manufacturing
1502,MFG,Manufacturing
1503,MFG,Manufacturing
1504,MFG,Manufacturing
1505,MFG,Manufacturing
1506,MFG,Manufacturing
1507,MFG,Manufacturing
1508,MFG,Manufacturing
1509,MFG,Manufacturing
1510,MFG,Manufacturing
1511,MFG,Manufacturing
1512,MFG,Manufacturing
1513,MFG,Manufacturing
1514,MFG,Manufacturing
1515,MFG,Manufacturing
1516,MFG,Manufacturing
1517,MFG,Manufacturing
1518,MFG,Manufacturing
1519,MFG,Manufacturing
1520,MFG,Manufacturing
1521,CON,Consumer
1522,CON,Consumer
1523,CON,Consumer
1524,CON,Consumer
1525,CON,Consumer
1526,CON,Consumer
1527,CON,Consumer
1528,CON,Consumer
1529,CON,Consumer
1530,CON,Consumer
1531,CON,Consumer
1532,CON,Consumer
1533,CON,Consumer
1534,CON,Consumer
1535,CON,Consumer
1536,CON,Consumer
1537,CON,Consumer
1538,CON,Consumer
1539,CON,Consumer
1540,CON,Consumer
1541,CON,Consumer
1542,CON,Consumer
1543,CON,Consumer
1544,CON,Consumer
1545,CON,Consumer
1546,CON,Consumer
1547,CON,Consumer
1548,CON,Consumer
1549,CON,Consumer
1550,CON,Consumer
1551,CON,Consumer
1552,CON,Consumer
1553,CON,Consumer
1554,CON,Consumer
1555,CON,Consumer
1556,CON,Consumer
1557,CON,Consumer
1558,CON,Consumer
1559,CON,Consumer
1560,CON,Consumer
1561,CON,Consumer
1562,CON,Consumer
1563,CON,Consumer
1564,CON,Consumer
1565,CON,Consumer
1566,CON,Consumer
1567,CON,Consumer
1568,CON,Consumer
1569,CON,Consumer
1570,CON,Consumer
1571,CON,Consumer
1572,CON,Consumer
1573,CON,Consumer
1574,CON,Consumer
1575,CON,Consumer
1576,CON,Consumer
1577,CON,Consumer
1578,CON,Consumer
1579,CON,Consumer
1580,CON,Consumer
1581,CON,Consumer
1582,CON,Consumer
1583,CON,Consumer
1584,CON,Consumer
1585,CON,Consumer
1586,CON,Consumer
1587,CON,Consumer
1588,CON,Consumer
1589,CON,Consumer
1590,CON,Consumer
1591,CON,Consumer
1592,CON,Consumer
1593,CON,Consumer
1594,CON,Consumer
1595,CON,Consumer
1596,CON,Consumer
1597,CON,Consumer
1598,CON,Consumer
1599,CON,Consumer
1600,CON,Consumer
1601,HRC,Healthcare
1602,HRC,Healthcare
1603,HRC,Healthcare
1604,HRC,Healthcare
1605,HRC,Healthcare
1606,HRC,Healthcare
1607,HRC,Healthcare
1608,HRC,Healthcare
1609,HRC,Healthcare
1610,HRC,Healthcare
1611,HRC,Healthcare
1612,HRC,Healthcare
1613,HRC,Healthcare
1614,HRC,Healthcare
1615,HRC,Healthcare
1616,HRC,Healthcare
1617,HRC,Healthcare
1618,HRC,Healthcare
1619,HRC,Healthcare
1620,HRC,Healthcare
1621,HRC,Healthcare
1622,HRC,Healthcare
1623,HRC,Healthcare
1624,HRC,Healthcare
1625,HRC,Healthcare
1626,HRC,Healthcare
1627,HRC,Healthcare
1628,HRC,Healthcare
1629,HRC,Healthcare
1630,HRC,Healthcare
1631,HRC,Healthcare
1632,HRC,Healthcare
1633,HRC,Healthcare
1634,HRC,Healthcare
1635,HRC,Healthcare
1636,HRC,Healthcare
1637,HRC,Healthcare
1638,HRC,Healthcare
1639,HRC,Healthcare
1640,HRC,Healthcare
1641,HRC,Healthcare
1642,HRC,Healthcare
1643,HRC,Healthcare
1644,HRC,Healthcare
1645,HRC,Healthcare
1646,HRC,Healthcare
1647,HRC,Healthcare
1648,HRC,Healthcare
1649,HRC,Healthcare
1650,HRC,Healthcare
1651,HRC,Healthcare
1652,HRC,Healthcare
1653,HRC,Healthcare
1654,HRC,Healthcare
1655,HRC,Healthcare
1656,HRC,Healthcare
1657,HRC,Healthcare
1658,HRC,Healthcare
1659,HRC,Healthcare
1660,HRC,Healthcare
1661,HRC,Healthcare
1662,HRC,Healthcare
1663,HRC,Healthcare
1664,HRC,Healthcare
1665,HRC,Healthcare
1666,HRC,Healthcare
1667,HRC,Healthcare
1668,HRC,Healthcare
1669,HRC,Healthcare
1670,HRC,Healthcare
1671,HRC,Healthcare
1672,HRC,Healthcare
1673,HRC,Healthcare
1674,HRC,Healthcare
1675,HRC,Healthcare
1676,HRC,Healthcare
1677,HRC,Healthcare
1678,HRC,Healthcare
1679,HRC,Healthcare
1680,HRC,Healthcare
1681,CON,Consumer
1682,CON,Consumer
1683,CON,Consumer
1684,CON,Consumer
1685,CON,Consumer
1686,CON,Consumer
1687,CON,Consumer
1688,CON,Consumer
1689,CON,Consumer
1690,CON,Consumer
1691,CON,Consumer
1692,CON,Consumer
1693,CON,Consumer
1694,CON,Consumer
1695,CON,Consumer
1696,CON,Consumer
1697,CON,Consumer
1698,CON,Consumer
1699,CON,Consumer
1700,CON,Consumer
1701,CON,Consumer
1702,CON,Consumer
1703,CON,Consumer
1704,CON,Consumer
1705,CON,Consumer
1706,CON,Consumer
1707,CON,Consumer
1708,CON,Consumer
1709,CON,Consumer
1710,CON,Consumer
1711,CON,Consumer
1712,CON,Consumer
1713,CON,Consumer
1714,CON,Consumer
1715,CON,Consumer
1716,CON,Consumer
1717,CON,Consumer
1718,CON,Consumer
1719,CON,Consumer
1720,CON,Consumer
1721,RET,Retail
1722,RET,Retail
1723,RET,Retail
1724,RET,Retail
1725,RET,Retail
1726,RET,Retail
1727,RET,Retail
1728,RET,Retail
1729,RET,Retail
1730,RET,Retail
1731,RET,Retail
1732,RET,Retail
1733,RET,Retail
1734,RET,Retail
1735,RET,Retail
1736,RET,Retail
1737,RET,Retail
1738,RET,Retail
1739,RET,Retail
1740,RET,Retail
1741,RET,Retail
1742,RET,Retail
1743,RET,Retail
1744,RET,Retail
1745,RET,Retail
1746,RET,Retail
1747,RET,Retail
1748,RET,Retail
1749,RET,Retail
1750,RET,Retail
1751,RET,Retail
1752,RET,Retail
1753,RET,Retail
1754,RET,Retail
1755,RET,Retail
1756,RET,Retail
1757,RET,Retail
1758,RET,Retail
1759,RET,Retail
1760,RET,Retail
1761,RET,Retail
1762,RET,Retail
1763,RET,Retail
1764,RET,Retail
1765,RET,Retail
1766,RET,Retail
1767,RET,Retail
1768,RET,Retail
1769,RET,Retail
1770,RET,Retail
1771,RET,Retail
1772,RET,Retail
1773,RET,Retail
1774,RET,Retail
1775,RET,Retail
1776,RET,Retail
1777,RET,Retail
1778,RET,Retail
1779,RET,Retail
1780,RET,Retail
1781,RET,Retail
1782,RET,Retail
1783,RET,Retail
1784,RET,Retail
1785,RET,Retail
1786,RET,Retail
1787,RET,Retail
1788,RET,Retail
1789,RET,Retail
1790,RET,Retail
1791,RET,Retail
1792,RET,Retail
1793,RET,Retail
1794,RET,Retail
1795,RET,Retail
1796,RET,Retail
1797,RET,Retail
1798,RET,Retail
1799,RET,Retail
1800,RET,Retail
1801,RET,Retail
1802,RET,Retail
1803,RET,Retail
1804,RET,Retail
1805,RET,Retail
1806,RET,Retail
1807,RET,Retail
1808,RET,Retail
1809,RET,Retail
1810,RET,Retail
1811,RET,Retail
1812,RET,Retail
1813,RET,Retail
1814,RET,Retail
1815,RET,Retail
1816,RET,Retail
1817,RET,Retail
1818,RET,Retail
1819,RET,Retail
1820,RET,Retail
1821,RET,Retail
1822,RET,Retail
1823,RET,Retail
1824,RET,Retail
1825,RET,Retail
1826,RET,Retail
1827,RET,Retail
1828,RET,Retail
1829,RET,Retail
1830,RET,Retail
1831,RET,Retail
1832,RET,Retail
1833,RET,Retail
1834,RET,Retail
1835,RET,Retail
1836,RET,Retail
1837,RET,Retail
1838,RET,Retail
1839,RET,Retail
1840,RET,Retail
1841,MFG,Manufacturing
1842,MFG,Manufacturing
1843,MFG,Manufacturing
1844,MFG,Manufacturing
1845,MFG,Manufacturing
1846,MFG,Manufacturing
1847,MFG,Manufacturing
1848,MFG,Manufacturing
1849,MFG,Manufacturing
1850,MFG,Manufacturing
1851,MFG,Manufacturing
1852,MFG,Manufacturing
1853,MFG,Manufacturing
1854,MFG,Manufacturing
1855,MFG,Manufacturing
1856,MFG,Manufacturing
1857,MFG,Manufacturing
1858,MFG,Manufacturing
1859,MFG,Manufacturing
1860,MFG,Manufacturing
1861,MFG,Manufacturing
1862,MFG,Manufacturing
1863,MFG,Manufacturing
1864,MFG,Manufacturing
1865,MFG,Manufacturing
1866,MFG,Manufacturing
1867,MFG,Manufacturing
1868,MFG,Manufacturing
1869,MFG,Manufacturing
1870,MFG,Manufacturing
1871,MFG,Manufacturing
1872,MFG,Manufacturing
1873,MFG,Manufacturing
1874,MFG,Manufacturing
1875,MFG,Manufacturing
1876,MFG,Manufacturing
1877,MFG,Manufacturing
1878,MFG,Manufacturing
1879,MFG,Manufacturing
1880,MFG,Manufacturing
1881,MFG,Manufacturing
1882,MFG,Manufacturing
1883,MFG,Manufacturing
1884,MFG,Manufacturing
1885,MFG,Manufacturing
1886,MFG,Manufacturing
1887,MFG,Manufacturing
1888,MFG,Manufacturing
1889,MFG,Manufacturing
1890,MFG,Manufacturing
1891,MFG,Manufacturing
1892,MFG,Manufacturing
1893,MFG,Manufacturing
1894,MFG,Manufacturing
1895,MFG,Manufacturing
1896,MFG,Manufacturing
1897,MFG,Manufacturing
1898,MFG,Manufacturing
1899,MFG,Manufacturing
1900,MFG,Manufacturing
1901,MFG,Manufacturing
1902,MFG,Manufacturing
1903,MFG,Manufacturing
1904,MFG,Manufacturing
1905,MFG,Manufacturing
1906,MFG,Manufacturing
1907,MFG,Manufacturing
1908,MFG,Manufacturing
1909,MFG,Manufacturing
1910,MFG,Manufacturing
1911,MFG,Manufacturing
1912,MFG,Manufacturing
1913,MFG,Manufacturing
1914,MFG,Manufacturing
1915,MFG,Manufacturing
1916,MFG,Manufacturing
1917,MFG,Manufacturing
1918,MFG,Manufacturing
1919,MFG,Manufacturing
1920,MFG,Manufacturing
1921,CON,Consumer
1922,CON,Consumer
1923,CON,Consumer
1924,CON,Consumer
1925,CON,Consumer
1926,CON,Consumer
1927,CON,Consumer
1928,CON,Consumer
1929,CON,Consumer
1930,CON,Consumer
1931,CON,Consumer
1932,CON,Consumer
1933,CON,Consumer
1934,CON,Consumer
1935,CON,Consumer
1936,CON,Consumer
1937,CON,Consumer
1938,CON,Consumer
1939,CON,Consumer
1940,CON,Consumer
1941,CON,Consumer
1942,CON,Consumer
1943,CON,Consumer
1944,CON,Consumer
1945,CON,Consumer
1946,CON,Consumer
1947,CON,Consumer
1948,CON,Consumer
1949,CON,Consumer
1950,CON,Consumer
1951,CON,Consumer
1952,CON,Consumer
1953,CON,Consumer
1954,CON,Consumer
1955,CON,Consumer
1956,CON,Consumer
1957,CON,Consumer
1958,CON,Consumer
1959,CON,Consumer
1960,CON,Consumer
1961,CON,Consumer
1962,CON,Consumer
1963,CON,Consumer
1964,CON,Consumer
1965,CON,Consumer
1966,CON,Consumer
1967,CON,Consumer
1968,CON,Consumer
1969,CON,Consumer
1970,CON,Consumer
1971,CON,Consumer
1972,CON,Consumer
1973,CON,Consumer
1974,CON,Consumer
1975,CON,Consumer
1976,CON,Consumer
1977,CON,Consumer
1978,CON,Consumer
1979,CON,Consumer
1980,CON,Consumer
1981,CON,Consumer
1982,CON,Consumer
1983,CON,Consumer
1984,CON,Consumer
1985,CON,Consumer
1986,CON,Consumer
1987,CON,Consumer
1988,CON,Consumer
1989,CON,Consumer
1990,CON,Consumer
1991,CON,Consumer
1992,CON,Consumer
1993,CON,Consumer
1994,CON,Consumer
1995,CON,Consumer
1996,CON,Consumer
1997,CON,Consumer
1998,CON,Consumer
1999,CON,Consumer
2000,CON,Consumer
